name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
1988,196674,257030,937177,63597,308042,186611,41246,260740,271056,194129,27624,270889,21563,94892,11901317,911,978,4047,290987,567601,495897,38038,115419,276265,279,4,91233
IMG_1163,58752,55195,217253,1034931,361791,14852,122054,51592,3446,150209,260929,365596,42931,295488,13122999,3748,651,65499,169035,245004,254236,17477,1201,934707,8336,125,57867
IMG_1105,106003,58448,84005,1134970,138728,11425,219507,20349,3499,164025,215616,94625,63570,279806,13820540,3417,916,63159,233752,242559,188269,20794,2285,687515,1134,510,56478
IMG_0995,99040,61350,85835,1150980,196441,14768,152278,30092,3025,178894,254373,98436,73485,291705,13657405,3406,819,63206,206430,174662,185494,21321,2971,852439,774,350,55925
IMG_1098,60010,80077,107918,1231597,522270,16578,128696,79054,6011,171959,280911,106872,28199,288703,13735492,5043,877,75098,269347,218056,230424,27121,4754,156545,7018,346,76928
IMG_0912,76824,58409,96126,1270599,238973,18262,147767,29847,3993,141924,246986,118421,18101,231491,14096919,4810,772,70271,221037,167686,199137,28262,1515,364754,1927,261,60830
IMG_0985,50946,72548,97979,885517,642082,16671,113671,107968,5830,153184,274474,138633,29277,260948,13933674,2920,725,71674,241142,239531,213828,22516,3358,266042,5644,252,64870
IMG_1188,73039,75051,100541,859153,527062,16615,171883,105649,5553,147817,296813,154910,28637,256202,13885007,2572,704,70045,236471,350484,206743,16367,1451,260084,5463,260,61328
IMG_1064,55503,65499,101618,1140130,556813,15089,123197,85542,5224,159770,274853,114428,29899,293363,13726151,3297,771,70573,298930,245621,224335,22290,3062,215332,7560,300,76754
IMG_1181,178551,118560,111360,958824,383206,18187,278789,110457,5046,177652,198757,203650,47920,299800,13942611,1776,667,75127,209513,176242,240283,12515,1338,97700,2176,262,64935
IMG_0998,65104,74936,113274,1054476,518886,16659,135203,81884,5206,194814,315810,135395,59840,317736,13701645,5781,740,73354,290479,216546,214250,23523,2544,225674,6634,275,65236
IMG_0206,346038,272951,120552,1052940,146362,68279,196467,30789,5609,166612,140861,88216,125435,156655,9405508,14204,1335,3879,483568,345801,230472,131879,135820,4130057,7805,53781,54029
IMG_1152,58218,81782,105012,1043925,643497,14970,110384,105590,5436,168015,264609,114582,36751,324244,13631608,3453,869,45779,285047,268628,234485,20868,4569,229561,11207,331,102484
IMG_1011,140936,87086,102799,1071785,266899,13981,252977,75432,4265,152724,224556,145313,27493,258051,14074225,1478,895,70448,194778,259619,225784,14244,1733,179554,1335,264,67250
IMG_1083,55688,70747,96824,1101041,492289,14397,128578,75246,5213,149856,236101,114548,26370,272406,13518085,3268,819,63443,291930,267214,219087,22042,6192,602090,5395,441,76594
IMG_1063,60900,56464,88918,1138569,358098,13420,134559,55931,4332,141825,234499,98466,25889,262327,13973846,2923,842,67412,258536,253675,202784,22248,3104,384086,8027,413,63811
IMG_1141,60186,81591,105468,1098768,497119,16182,147876,94905,5542,156003,261877,131290,26032,277726,13909558,3285,912,72117,240032,271584,223750,23122,3592,129340,6116,407,71524
IMG_1139,106207,75175,95307,1122774,276019,13796,233200,62968,4489,151583,229831,113630,23617,256887,14060549,1857,1005,71863,251663,209600,207249,16149,1529,261648,2317,382,64610
IMG_1147,61476,68840,108863,1127982,417143,14491,155282,74747,5219,147570,239900,139802,26080,269867,13803024,2596,825,62425,237354,321751,225098,21225,3444,297931,6453,417,76099
IMG_1026,105705,86900,103819,1071952,328743,14733,243094,91568,4484,155540,230015,151541,24889,264743,14089108,2047,772,73231,228697,209998,218122,17417,2016,125604,4599,304,66263
IMG_1028,56600,48475,86593,1309738,183455,10968,150727,25033,3860,143235,206156,87621,25158,267953,13748549,3968,980,10810,256414,274748,208065,34717,50720,590641,8116,1350,121254
IMG_0923,88095,61938,100553,1320058,252118,18304,202746,38329,4697,157083,252346,126569,25635,262955,14054321,3683,941,75901,236450,199227,220866,26995,1585,112675,5825,232,65777
IMG_9918,391180,439860,218950,673488,423443,116706,198122,196179,23906,185022,114329,161378,134107,268112,11096584,13167,1164,8050,470241,510726,275455,132225,114096,1617522,5740,56179,69973
IMG_9640,748944,456089,238058,403419,120187,97273,44566,18291,4084,196465,93926,122281,76733,159253,11033199,6709,939,6275,427579,299131,203875,89355,93468,2877649,1453,47142,49561
IMG_9899,776683,484303,231132,729149,209337,102155,142334,52658,6963,227485,155556,182399,102334,212794,7597100,4922,1162,8092,388024,386484,294566,116787,113784,5253313,2875,62886,70627
IMG_9607,330737,328875,166817,857066,349756,116409,229065,111347,11656,140394,123287,151917,101487,183098,10298796,18267,883,5717,556679,342808,267472,160912,154086,2769579,9324,58639,70831
IMG_0787,75548,42325,67809,1106747,100626,11550,92925,9761,2181,153858,187758,84469,75458,278897,13335523,6045,774,54183,247265,237289,159325,26883,6384,1501247,1523,687,48864
IMG_9646,740804,586382,256304,501305,190139,112599,121590,65561,10258,206684,116340,154545,74252,142917,6078333,8304,1307,8516,536357,312533,254460,140602,153213,7016949,2484,58214,64952
IMG_9678,690197,643817,482744,554189,374651,153799,166562,188526,39140,219550,138179,216634,84524,235011,11146782,9909,1281,10669,449727,555503,349423,141939,104680,793048,2694,51860,110866
IMG_0710,86639,70398,106794,1196095,268123,17194,197722,39539,4631,152847,280487,142270,30197,237848,14165599,6468,824,71107,224510,247244,206437,28372,2890,63401,6444,390,61434
IMG_9659,559884,338578,171811,717089,141637,94640,205069,39991,3928,167123,103950,124398,91134,142605,8337629,8907,1195,4363,525058,354964,228968,133013,153028,5153557,5636,53386,54363
IMG_0738,62724,71309,99381,1128262,380558,19703,132559,46502,4653,139429,269739,128369,24746,237124,14273305,12103,660,70726,246935,204387,197197,28637,1478,69738,5636,262,59782
IMG_9974,575147,348927,291918,397607,260744,135672,54208,58621,13432,213982,70045,110852,95649,160344,13496246,6092,514,18727,277635,372856,190038,53563,89217,541526,2211,4698,75433
IMG_0770,87982,60985,82191,1188702,193556,13355,111224,21530,3228,213968,248289,100948,118662,337733,13720128,6611,917,60684,224199,211203,181844,29287,3840,637918,2075,574,54271
IMG_0712,83851,56590,101345,1238897,268944,20076,160170,38530,3985,168276,239473,155121,55794,259502,14049077,4115,902,71243,205070,214479,215384,27819,1596,212521,2060,264,60820
IMG_9995,476526,428174,385049,455303,475469,185497,103561,206554,48767,257321,85708,153332,93598,164352,10063123,8074,806,18656,389467,407711,255304,85578,120845,2928537,3488,5150,109954
IMG_9823,452251,324006,142544,894264,176355,86166,245733,62551,5688,142403,122530,132366,117439,199806,10901670,25071,946,4478,364033,500904,278942,177352,162344,2259606,16419,58741,61296
IMG_9718,446616,352972,222242,950582,366414,138839,229530,137350,16050,192282,144659,146060,126434,222758,9188799,21431,1515,5796,518506,494283,292076,158002,155000,3245855,8412,65285,68156
IMG_9797,668438,338127,244267,913637,167723,106489,341620,50360,6415,210844,154514,173743,91163,210192,12525324,7854,1070,6274,473086,346887,302194,141795,107483,180540,4616,69362,71887
IMG_9778,528717,392520,226159,891402,214194,109202,277919,80366,7946,169469,122642,149772,127966,192933,9392633,11786,1098,5888,457882,457385,279991,160728,167802,3348755,7498,64853,68398
IMG_9655,650495,329365,127733,790439,98093,80952,137585,12568,2147,175344,133576,114885,90667,137244,8343796,9584,1173,4023,471353,383571,232904,119912,139311,5216710,5306,54046,53122
IMG_9777,474201,382359,230925,546824,212060,114156,153871,73207,9153,182984,84604,117829,75579,182927,13616947,6517,829,7713,379644,310577,210063,70338,78319,295371,2175,46114,50618
IMG_9643,754830,561786,291842,472456,185865,115893,77634,57179,10734,205327,105144,147093,83294,201405,10028144,5841,953,8000,531678,330578,245439,119152,98744,3157980,1820,54279,62814
IMG_9768,541411,324384,161377,589496,134198,95370,179261,38290,4232,200870,89402,112448,77508,146144,13822007,8089,1084,5202,326417,299607,194004,92944,73602,304068,2267,45620,46602
IMG_9575,698101,356331,229263,1019177,171136,129178,335471,51822,8034,245955,177202,175007,160527,229226,11437200,15305,1252,5859,446845,630242,314082,181084,154455,583945,8720,74196,76289
IMG_0768,70378,49964,77425,1084751,171247,12099,95837,21356,3038,171289,266080,103274,100672,306463,13457201,8169,763,56443,224698,275169,169691,25797,3639,1109278,791,571,49821
IMG_0777,52196,49040,72174,915580,226788,13913,85640,23779,3366,143210,242386,76088,65801,243314,13799961,8776,732,52593,185883,183648,146024,24427,3705,1251361,1200,212,44107
IMG_9919,541953,276042,114229,938299,104024,75033,286066,12413,3096,214911,157817,87545,105022,125249,5458683,8773,1292,3852,634006,327699,278235,140469,218516,7715828,4382,58143,24327
IMG_9976,592168,310134,120800,674477,154412,93262,169501,28454,3595,202385,85753,111981,107298,189360,10881930,7640,1025,5002,496978,280271,194722,107069,110717,2890644,3236,46441,46649
IMG_9593,364423,434872,196318,859665,297413,103805,228740,128323,10401,206154,175707,153107,138926,193236,8383966,18504,1630,5918,462828,463670,281942,167831,169849,4326505,7357,65655,69159
IMG_0743,71659,43725,88451,1250278,189759,14479,129228,24093,4298,133406,185351,107008,24872,231929,14297804,2308,944,65603,163571,187045,195912,30280,3535,410544,1280,664,57878
IMG_9807,983048,391031,235328,766656,115754,81472,252206,20527,3703,238943,164421,173702,90042,183257,11563795,6237,1296,6347,441836,386685,301526,139304,141594,1079210,2946,71772,73266
IMG_9735,455153,274881,119245,995638,120365,99230,214676,14499,3406,194002,151581,84998,118095,138555,8462190,13193,1300,3513,470974,363271,243284,119882,147084,4995109,5385,54641,51754
IMG_9617,611885,376959,136809,786643,141848,98451,209365,32720,3849,194332,143434,138659,97302,142319,7289247,8991,1335,4453,488184,336113,240667,132155,161598,6019687,4590,56992,57317
IMG_9909,413580,315027,145925,862002,253256,109201,222263,71342,6743,150450,104351,130942,128915,192005,8343845,10522,1435,5608,606356,347096,241115,163553,186941,4783324,7619,55076,57412
IMG_0721,83675,98165,96365,903542,251736,13867,139629,34032,3771,170613,351915,105172,78174,264347,13822943,5955,689,55497,167146,179528,153214,22915,2748,861730,2250,204,46082
IMG_9921,541770,481368,192235,752038,215693,96246,281412,99545,8728,216386,119745,159178,104528,174062,9541543,9246,1489,6564,475490,397372,266832,145256,147979,3350899,3860,61827,64613
IMG_0771,79480,43824,86215,1164403,153317,13268,131303,17166,3150,161015,234660,134930,60321,272368,14029199,2852,783,60578,208799,228552,185496,27623,2184,558396,1451,546,54025
IMG_0737,84707,57346,86042,1174313,221303,16610,145043,32250,3992,136266,241513,106168,24870,226435,14383082,2471,749,66265,248771,214083,190144,24398,2659,167338,867,478,57741
IMG_9569,301521,327609,253892,643667,616467,195860,140680,223912,42536,150524,142714,185015,130566,248481,10990893,13624,577,13200,396458,616874,318355,132784,142932,1526847,10239,6259,143418
IMG_9590,489437,322513,166079,763595,136490,86249,258009,48126,5019,195838,123455,118602,109470,173225,11311890,11539,1562,4304,558064,350294,229461,127500,134903,2073676,6573,54476,55555
IMG_9765,612126,333466,182706,974074,165488,122616,328872,30196,5333,213744,127779,135521,113895,181547,10982743,10373,1045,4132,534635,423347,276375,136600,144483,1739058,6302,65377,64071
IMG_9584,482303,295193,153563,968175,137054,83228,278406,55156,6182,179785,192690,128206,126409,198633,9188774,19273,1346,4492,606277,444472,272707,184953,169220,3598743,10619,64286,65759
IMG_9844,597208,410415,250267,486791,203413,119277,84600,55290,9905,186384,84277,121958,75242,179315,12861697,5074,705,7367,343769,368036,204743,61240,94848,1006239,1938,43190,52716
IMG_0719,73359,40779,99512,1361034,165507,14127,143163,16301,4108,149975,233930,181483,39546,266010,13618632,4566,931,67367,170234,429455,236843,35058,5494,492958,1584,837,63111
IMG_9687,323960,397824,185436,775689,351665,100920,206904,148504,16443,156783,128315,155622,94835,148054,5850686,14387,1151,6098,519981,439749,276144,141086,183044,7157143,6831,61840,66810
IMG_9863,364780,275630,128408,865034,294531,96192,213143,94064,8034,146587,103852,116381,124053,156581,8013766,14703,999,4911,488645,414619,230224,120060,155869,5368058,7482,53472,55826
IMG_9603,448333,537500,245631,789882,275801,118653,231249,130427,13056,169891,136887,182456,110683,187274,6238362,15017,1245,6555,642787,428271,311406,195964,212356,6126511,9426,69639,80642
IMG_0798,103499,68799,105681,1371254,245934,20694,219540,36848,4026,163917,282755,123984,26164,259846,14001996,6621,780,78122,243489,153904,221844,32762,501,70089,3922,258,68675
IMG_9944,535202,211442,127434,974696,102888,88151,230769,7815,2769,186731,131474,97353,117192,168362,9107482,7858,918,3077,532594,334320,259236,130330,150160,4315691,5164,55754,31042
IMG_9766,732012,315499,188877,626504,84308,74733,140000,12171,2918,207157,91576,116067,79943,136753,11880171,6899,984,4162,453024,260481,216687,97756,116505,1969443,2366,50766,48142
IMG_9653,375863,472592,301961,870277,548142,130956,259577,209745,22553,225480,170164,192611,137960,210644,7016443,21454,2183,8902,608081,671664,347020,217123,210568,4511984,7262,76637,88058
IMG_9578,467000,219758,124895,1029064,149609,94895,264903,31914,4726,171543,154072,144861,142520,176959,8527098,6985,888,3930,393784,470923,249217,127990,148637,4683681,6707,59503,59842
IMG_0725,80859,42369,78462,1182404,131069,13555,125139,13170,2629,129040,238764,96589,22990,224355,14483178,1311,824,60491,230050,197294,175379,26312,962,303213,1798,559,53139
IMG_9723,491561,371427,184448,869641,172701,100321,270635,58228,6666,190589,147815,124377,124388,178176,8865701,15883,1382,4644,526036,418302,261212,153880,166063,4080332,9468,60230,61798
IMG_9973,621175,433303,201527,601517,192621,85437,91518,43611,6846,176540,91149,138420,88318,155699,5401544,5110,905,7106,432931,370458,225733,96605,152988,8185369,2646,47710,59118
IMG_9937,705867,305746,139349,769206,113683,74667,188877,23633,3425,157902,112504,152492,99558,179624,11586727,5290,983,4804,404804,391000,256599,116060,130106,1874792,2992,57646,57568
IMG_9986,590912,438441,241198,812451,335531,117808,243109,133543,15755,186731,120365,174269,89047,225452,9549430,7665,1205,10471,507106,385708,306675,150322,125767,3000397,4092,59571,82883
IMG_0780,85752,101887,125714,1000513,555460,26309,235114,99081,6532,172531,298532,174710,31889,254825,13804145,4857,506,86374,257260,212803,219464,25081,578,65636,9698,128,60525
IMG_0750,100044,70495,77483,1181982,157627,11289,89459,16292,3004,164715,255490,80243,74712,283052,13829417,10072,793,56851,178058,169758,167186,29802,2787,849967,2876,543,51907
IMG_0749,110286,76136,92984,1258980,185812,15839,185326,27837,3961,181489,284109,102424,68861,298169,13663387,3859,861,68353,210608,184234,196707,23975,4257,606228,1282,527,59413
IMG_9609,242830,363260,123196,647790,465899,114396,172232,229861,27354,120578,131409,168166,109875,232797,11838631,7988,1507,7485,644298,480067,308641,141998,168953,1013642,5529,64029,83493
IMG_0729,74297,52919,101565,1323754,190624,14838,151373,22859,4233,140624,283633,122409,24622,257207,13795654,5287,889,69671,224890,255927,203052,30161,2783,497255,3783,479,61116
IMG_9610,424973,434656,188751,713593,207379,92274,216840,92329,9836,141966,118217,146978,106482,147600,5196481,13120,1007,4962,575415,418829,256592,185528,212573,7876528,8464,58799,65732
IMG_9668,727952,445392,201164,600245,140625,94993,92095,26639,4554,178884,100776,145478,78133,149720,9715420,7335,1365,5226,395807,338635,237430,105616,113946,3895484,2894,53699,56397
IMG_9698,795719,556187,242431,749349,169194,114506,255486,71538,9054,212907,173599,183360,129812,243289,9747802,13389,1712,6991,579534,613467,326892,160625,171359,2234868,5246,71360,76228
IMG_9613,432135,460927,208820,777836,329329,108657,232059,155210,15671,175088,134423,158418,118095,185230,4689597,14702,1450,5819,670840,401145,284131,183451,219374,7804240,10568,65788,72901
IMG_9782,504705,380932,214676,705086,203741,100334,158019,62740,7590,190553,94598,130208,93419,165178,8877797,6429,1078,6326,391331,331159,229458,105721,103326,4740693,2877,52017,55913
IMG_9769,531426,340091,151747,966344,180931,118381,285412,38120,4439,205731,125088,139029,89116,150220,8899443,6751,1161,4409,506045,375669,258522,127126,144139,4139318,3551,62002,61693
IMG_9961,549252,410840,216468,739949,274103,114664,193889,101458,12223,207597,114958,156422,125436,228135,8519924,6335,1081,7023,430932,443801,285449,121416,130557,4395738,3097,58161,66996
IMG_0781,102680,52747,91827,1292515,151764,15644,214976,17896,3419,144327,234834,104726,22515,249988,14186601,3509,888,69739,219664,233723,207079,29622,2206,197465,2373,542,62635
IMG_9813,833999,408012,219973,676934,157876,92511,172276,35236,5152,200293,122670,147230,87388,188233,9651636,6037,887,5286,442128,392456,260562,119401,107991,3453256,2562,61854,64065
IMG_9666,538655,468797,202380,634213,223598,112954,240822,96544,10047,225548,108477,154459,79559,140946,8033499,8066,1266,6036,405408,388019,252808,129133,143256,5191524,2457,56978,60455
IMG_9581,629001,310204,180393,972905,163022,108920,285415,44634,5954,167698,129074,155261,119062,177763,9624037,7517,845,4151,459152,465287,272745,141249,156593,3197296,5914,65418,66394
IMG_9895,481702,323268,146292,699402,209255,102945,220642,62688,6039,193137,104566,125621,103023,167555,7415231,6596,1177,5650,498846,317744,214777,117543,140767,6146100,3515,50440,51383
IMG_9808,681269,365835,214583,1142277,191734,84951,396177,57515,6738,296465,224086,181124,116979,192435,7426054,7451,1435,6023,493166,411765,340738,162596,197394,4548623,3191,81989,83311
IMG_0726,82241,63643,92689,1333534,191751,16300,130516,19804,3958,149034,264004,93802,25320,244922,14075429,4213,925,69526,260840,207416,199819,31056,2978,289600,1003,683,60898
IMG_0747,82005,68893,67628,1159786,60646,10012,67877,8133,2531,170257,193287,57280,73111,278242,13089954,18146,956,15643,203717,134079,159879,34341,76826,1796019,1198,3207,82251
IMG_9694,558945,457799,199516,1122404,260280,109932,322613,109118,10496,207589,205086,150248,121140,202759,7814286,15191,1918,5756,663674,517783,334887,183883,208738,3965453,8330,77946,80134
IMG_9749,418909,313552,131421,1049628,162498,97844,272180,37654,5474,202413,188132,92146,108409,124150,5207258,13710,1468,3892,587161,419220,260770,157520,236099,7696113,7818,60643,59822
IMG_9577,430585,316324,171778,949220,200545,102935,254067,78596,7748,174428,163353,162995,142107,202390,10721379,22773,791,4855,339108,517254,263865,171208,150730,2230356,11977,60789,63748
IMG_9860,468620,224880,150809,1138816,174911,91171,298180,36424,6040,170253,141273,134109,164963,220528,9027146,17366,978,4102,603022,561096,289613,177906,185066,3486382,9566,65813,66871
IMG_0791,95851,71268,99870,1299902,73047,13446,168809,9705,3261,142533,212681,89742,24125,269817,13831500,1525,1009,36970,222619,241668,191843,28145,13814,683981,706,2455,85612
IMG_0728,101631,59455,91114,1244048,204567,16434,226758,38376,4611,148094,207525,94951,23946,242716,14219674,1512,975,71568,229906,166488,207058,22384,2898,222383,1810,479,64543
IMG_9626,595721,401872,179957,745228,170719,107754,277174,69702,7623,181722,135638,142137,98088,187728,12759087,11478,1357,5083,529414,296250,254139,129401,122653,378251,5593,60157,61978
IMG_9911,653353,426639,199876,800840,231315,104401,233972,78129,8499,175201,121798,189638,97004,171312,7311478,8189,1264,5680,492084,481212,286520,133315,157582,5408371,4648,64760,68824
IMG_9870,460874,285652,149586,877396,219131,95111,257487,57812,5821,182090,123534,143463,93599,192851,12537150,6991,1091,6300,447104,367102,244577,111497,87433,845202,3575,56023,57452
IMG_9880,479559,354451,218811,601570,271289,128451,134987,81875,11487,188154,82434,127572,104558,216114,11659686,7311,914,7505,456077,411495,227821,96918,81794,1860202,3351,42955,58563
IMG_9814,598817,368386,210177,743804,219225,114079,244256,66921,8293,209797,117346,134986,99249,206949,12428193,7542,946,5827,425848,400305,249397,114559,87728,729512,4018,58435,61309
IMG_9951,451250,178006,110264,699324,100720,83812,135529,7399,3626,168098,86311,89077,96233,138656,10069677,4416,689,2206,403630,345159,196864,79172,118833,4281866,2415,40985,21687
IMG_9810,876376,375539,209401,914367,147269,84872,288696,33184,4587,177170,130942,166884,93620,187153,9188958,5920,997,5357,622359,351542,308446,162126,169808,3255028,4841,74341,76121
IMG_9691,392863,542303,232926,845114,439407,97574,269945,210199,21183,207847,175025,221729,116435,172532,4223264,14667,1627,7730,459029,587345,362108,183384,250887,7711239,5190,78701,85651
IMG_9832,692172,468826,193936,510062,126279,90013,117546,35062,6137,190792,93803,134917,80043,139741,9134963,8107,1297,5288,400657,390537,238129,106478,121521,4524183,1681,50943,52791
IMG_9848,708001,385812,215642,739763,208281,111714,146535,43334,6277,201681,132657,151133,96808,216760,10818222,6868,1057,7206,466479,384156,255101,110946,90568,2285700,3998,57773,63432
IMG_9594,615584,484216,182165,816542,157505,99990,280698,59394,5227,196835,171519,144831,104923,138278,5347626,11417,1502,5533,503752,495067,278918,171061,216026,7286269,5861,66017,69148
IMG_9785,491073,473935,209916,864403,295456,99825,269664,124162,11432,201782,158601,183009,97604,177788,8555886,7141,1532,7216,477507,408985,305459,151192,162421,4032638,3173,69877,74227
IMG_9685,404532,551729,199441,761675,473466,123388,236922,236305,30208,192924,150632,215372,106132,215889,7052177,11262,1581,9946,554604,580956,388456,175300,209340,4850903,3626,82423,96715
IMG_9793,435707,285586,161791,726896,178269,80255,242779,57948,6477,197379,104478,116612,95763,161835,11361738,8528,875,4558,416009,361787,214957,113272,108164,2369074,3230,50345,51592
IMG_9886,314768,347025,171712,623005,415221,110673,171011,152671,18665,175132,108971,137528,112963,169606,6137822,11334,1014,6852,506354,395801,234121,125059,190750,7162944,5792,48850,60260
IMG_9737,496781,372786,233494,777135,211606,101759,238716,94727,8722,172969,116756,149649,121299,207143,12835995,19200,1008,6395,366590,485319,287063,155943,119238,203175,8837,59401,64198
IMG_0769,79103,49073,76880,1196962,125661,10723,92121,12774,2976,174988,194786,106539,89522,304422,13003772,14855,783,51653,184586,194447,170330,30850,15350,1672706,1796,889,57357
IMG_9669,702563,440222,205706,673352,151969,91331,164825,45995,6144,159691,111563,159690,89034,162053,7785849,6128,1097,5069,408357,418897,267753,118859,147085,5466464,3704,60106,62398
IMG_9983,617853,456714,180882,713244,189978,91059,189485,67043,7743,252805,106671,145090,102367,181830,7355430,6637,1372,7342,472206,326835,243350,107606,148440,5826021,1974,56358,59569
IMG_9744,527442,301573,214558,1168370,221804,115507,294892,66089,7374,181036,148228,150867,151033,208199,10802618,13643,1224,5118,423518,586779,343699,175486,160240,1491559,8625,72221,74202
IMG_9931,414128,226696,137782,1223977,251342,123551,160310,25437,4393,135926,124292,127942,150277,184815,8735792,7135,1411,6553,583839,363195,248810,150153,162004,4241460,6950,58950,58784
IMG_9726,359483,232337,154736,1161950,116116,95165,225325,24453,5927,159595,167599,94555,124442,197110,11467803,21940,1286,3798,551638,428589,270183,168926,135946,1612629,11452,61367,61554
IMG_0723,50218,44012,76234,902270,128701,10365,72606,15124,2850,155977,266220,103933,96263,266517,14416029,8607,724,45657,175341,221493,141685,25682,4255,643846,1584,374,39337
IMG_0746,79905,82449,81725,848766,105794,10318,107840,12970,2607,154614,265585,68786,91655,259582,13099627,4327,609,44452,226476,190583,124777,21301,12829,1979309,929,329,37760
IMG_9714,566904,401305,203452,615321,165245,93329,219165,79895,8589,159761,105039,145195,98145,193682,11902373,8896,1183,5954,400116,457418,254823,118559,111834,1480174,5196,55292,59059
IMG_9761,482894,251671,143261,712105,111142,82539,219471,21274,3507,176548,94430,106192,103907,158501,11028527,9081,1003,3442,482295,354722,212795,111080,120398,2824290,5108,48203,47518
IMG_9927,691566,360818,179788,643547,143708,89364,98898,26262,4325,185633,86566,131558,87662,193490,12993427,6609,1140,6491,394428,363198,217113,94801,78863,734932,1978,49230,50509
IMG_9883,416129,284945,179315,443350,215413,146716,100027,77721,11731,182906,128998,93382,79957,153048,13679756,5643,706,7563,256852,322836,165658,45214,71671,772619,1334,30775,41639
IMG_0762,66473,47075,80458,1216227,206513,14904,112565,24730,4072,138774,256038,88566,33414,245085,13960926,6060,934,63752,266348,193580,183289,31510,3101,612853,1369,505,56783
IMG_0764,71298,51532,92323,1282295,191115,14025,122585,20565,3909,141485,250362,105143,26182,248140,13953799,8066,834,65023,260796,181962,189246,31487,3667,537424,3270,594,58777
IMG_9889,357909,329438,170513,689252,288349,113342,177673,98182,11063,164134,103351,131307,116592,168802,7975558,9497,863,5559,443987,447049,220340,100834,131743,5551385,5570,48879,54733
IMG_9871,496061,283108,144230,999259,204336,87916,273694,48665,5306,195617,128943,134025,118023,166382,8016396,8494,1158,4568,518953,411390,262420,138774,159611,4982827,4902,60211,60635
IMG_9624,557019,466083,245724,1060000,267861,141128,328023,108626,10359,208328,188401,170358,105050,161417,9071985,13766,1821,5831,581625,391182,328889,171199,178402,2986273,6514,78319,81721
IMG_9774,453549,523053,283362,490313,215823,109612,148983,102304,14102,220121,110531,137926,95555,195943,13222664,8827,817,7203,384312,353375,226891,100492,64856,337004,2577,45143,60566
IMG_9954,467156,281034,115842,712720,153980,89394,170044,35271,3914,182243,84289,114968,92640,142997,8596633,6742,1175,4464,403663,342300,202096,95988,138283,5383538,2399,45904,46227
IMG_9787,660059,394278,207097,602188,153948,94625,111816,30115,4083,198017,109712,134455,103005,207447,10297888,6596,978,5817,370844,379073,221019,89876,99193,3327402,3149,50719,52505
IMG_9831,483850,439779,208494,831570,307632,115799,217569,99591,12003,192899,114023,170350,97232,160953,5948511,11417,1502,7034,475451,492804,299809,135160,184758,6772927,3544,62088,69155
IMG_9587,361311,240040,150502,1220861,162279,85468,252119,41203,5912,154258,176803,110162,132080,175422,8057666,29385,1226,4174,614663,371312,283654,190428,184490,4766346,8126,67557,68457
IMG_9704,394106,530006,218653,618315,412225,109943,205391,200609,23416,195524,134954,180914,103060,178050,6914832,13082,1455,7328,381331,533821,291767,138210,181134,5806876,5285,63223,72394
IMG_9874,342191,337357,138139,753103,300000,100475,210304,98310,8911,169183,109601,127939,115676,180913,10457313,11940,1459,5816,462185,388662,231906,115236,127842,3008407,6462,51821,54753
IMG_9743,365066,275010,152871,1042886,278600,94033,213107,87597,8023,158736,156431,108378,96609,159984,7662004,19866,1281,4560,476024,399922,279101,171011,159424,5408065,9236,62640,65439
IMG_9627,478227,512984,279952,904391,422225,124041,278837,177548,20164,190110,149228,192248,110607,222881,9366052,15507,1618,8407,628068,402946,338180,230122,197568,2491660,8327,76427,87579
IMG_9688,494060,451537,148719,1082052,282910,100708,322767,115201,9912,177041,172009,189893,93262,143660,3127065,12774,1922,7433,708654,569590,369861,233773,293212,8627327,4519,85521,90522
IMG_9758,691910,350531,184519,650560,88240,84095,230707,20776,3983,222595,109753,122105,78138,134197,10669416,6930,1213,3747,434228,317842,242624,105077,126204,2933439,2090,53800,47185
IMG_9572,511579,323170,177022,804953,180956,101539,231756,55905,6448,166282,148985,156995,107694,190016,12665566,7450,961,6427,370990,412609,241674,110240,97309,720226,4519,56262,58371
IMG_9788,394199,427046,251744,565243,319520,113465,211981,158400,18826,225178,113784,145995,135331,243359,11453085,9098,1326,7841,423398,411567,238993,110169,93345,1726231,3999,47909,64872
IMG_9800,840977,323082,182664,777644,103491,85696,258584,13124,3195,212655,124488,135045,114870,211792,11182523,6129,984,3959,564849,407404,268651,157879,157839,1649514,3790,62955,62121
IMG_9656,353002,386915,183050,812837,278254,110583,221966,110749,10053,196999,150252,112289,107398,163128,11136895,16947,1567,5376,516337,360058,246160,138558,134278,2037959,7539,56900,59855
IMG_9955,468127,367636,156637,707241,236669,105982,213161,78965,8245,205006,103501,130915,117948,220920,12379913,8786,1261,6481,422074,406065,236046,107426,87579,1030921,2923,51788,53688
IMG_9612,507760,351328,189526,432148,255658,113266,107154,97615,16650,216689,78732,99582,101096,201821,13727546,6924,662,6930,387452,296809,174651,63144,72223,326261,2320,35553,46404
IMG_9650,742887,628425,435965,595541,334166,150917,160746,134685,25255,226938,149290,218271,90486,227812,9225407,7572,1189,10976,469010,496596,343312,137420,114867,2829697,3495,45481,109498
